title,year,All Intl,Total Gross,USA,"Europe, Middle East, and Africa",Latin America,Asia Pacific,China
Hamari Adhuri Kahani,2015,263413,498774,235361,246251,no data,17162,no data
Kahlil Gibran's The Prophet,2015,126768,496914,370146,75286,51482,no data,no data
Felix and Meira,2015,49361,496714,447353,12826,36535,no data,no data
April and the Extraordinary World,2015,200391,495879,295488,200391,no data,no data,no data
Steve Jobs: The Man in the Machine,2015,0,494506,494506,no data,no data,no data,no data
Cooties,2015,425486,485544,60058,40814,232920,151752,no data
The Third Man,2015,29754,478945,449191,29754,no data,no data,no data
Brotherly Love,2015,0,478595,478595,no data,no data,no data,no data
Heart of a Dog,2015,55571,476384,420813,49405,no data,6166,no data
Darbareye Elly,2015,0,470760,470760,no data,no data,no data,no data
Before We Go,2015,425724,462875,37151,347831,no data,77893,no data
Disorder,2015,409118,460997,51879,392583,no data,16535,no data
Manglehorn,2015,316535,459636,143101,292998,no data,23537,no data
Rosenwald,2015,0,433924,433924,no data,no data,no data,no data
Harmony,2015,407320,430568,23248,no data,no data,407320,no data
Mississippi Grind,2015,292205,422746,130541,292205,no data,no data,no data
Tales of Halloween,2015,416792,416792,0,33790,133009,249993,no data
The Mafia Kills Only in Summer,2015,376102,413236,37134,25392,no data,350710,no data
Unbranded,2015,2607,412792,410185,no data,no data,2607,no data
Badlapur,2015,0,409166,409166,no data,no data,no data,no data
Song One,2015,376667,408918,32251,15744,no data,360923,no data
The Hunting Ground,2015,0,405917,405917,no data,no data,no data,no data
The Apu Trilogy,2015,0,402723,402723,no data,no data,no data,no data
Freetown,2015,0,401328,401328,no data,no data,no data,no data
13 Minutes,2015,234026,395557,161531,142786,76196,15044,no data
Hitchcock/Truffaut,2015,126041,386471,260430,104363,no data,21678,no data
Z for Zachariah,2015,260378,381839,121461,237126,no data,23252,no data
Miss Hokusai,2015,155032,377702,222670,no data,no data,155032,no data
Le talent de mes amis,2015,375633,376522,889,375633,no data,no data,no data
Dark Awakening,2015,367925,367925,0,no data,206867,161058,no data
Everly,2015,358156,358156,0,318962,no data,39194,no data
Aferim!,2015,242000,350110,108110,242000,no data,no data,no data
The Lady in the Car with Glasses and a Gun,2015,337294,339461,2167,303574,no data,33720,no data
Ballet 422,2015,0,333554,333554,no data,no data,no data,no data
Shamitabh,2015,7224,331821,324597,no data,no data,7224,no data
David and Goliath,2015,0,316100,316100,no data,no data,no data,no data
Time Out of Mind,2015,147307,314082,166775,147307,no data,no data,no data
Merchants of Doubt,2015,0,308156,308156,no data,no data,no data,no data
Monsters: Dark Continent,2015,306004,306004,0,87467,no data,218537,no data
Microbe & Gasoline,2015,239985,303787,63802,227671,no data,12314,no data
N.H 10,2015,0,303587,303587,no data,no data,no data,no data
Chic!,2015,289708,295295,5587,278770,no data,10938,no data
Stonewall,2015,104995,292669,187674,104449,no data,546,no data
The Last Five Years,2015,146665,292092,145427,2138,no data,144527,no data
The Man in 3B,2015,0,291513,291513,no data,no data,no data,no data
Above and Beyond,2015,0,288751,288751,no data,no data,no data,no data
Aloft,2015,217885,270971,53086,184602,33283,no data,no data
Fall in Love Like a Star,2015,41277,253785,212508,no data,no data,41277,no data
Tevar,2015,6451,242453,236002,no data,no data,6451,no data
Boulevard,2015,114300,240450,126150,74217,no data,40083,no data
Carter High,2015,0,240214,240214,no data,no data,no data,no data
After the Ball,2015,72597,234417,161820,no data,no data,72597,no data
Experimenter,2015,68570,224145,155575,16711,no data,51859,no data
Phantom Boy,2015,186654,221016,34362,186654,no data,no data,no data
Club Life,2015,214785,219229,4444,214785,no data,no data,no data
The Tribe,2015,64470,215034,150564,15855,11139,37476,no data
Ingrid Bergman: In Her Own Words,2015,75866,214014,138148,69384,no data,6482,no data
Chocolate City,2015,0,212662,212662,no data,no data,no data,no data
The Duke of Burgundy,2015,120626,185147,64521,120626,no data,no data,no data
Lambert & Stamp,2015,0,183320,183320,no data,no data,no data,no data
An Honest Liar,2015,0,180590,180590,no data,no data,no data,no data
Lila & Eve,2015,141544,179807,38263,141544,no data,no data,no data
People Places Things,2015,110292,177338,67046,no data,no data,110292,no data
All Things Must Pass,2015,0,172394,172394,no data,no data,no data,no data
Christmas Eve,2015,73537,164839,91302,no data,73537,no data,no data
The Look of Silence,2015,48768,157857,109089,46036,no data,2732,no data
Hell and Back,2015,0,157768,157768,no data,no data,no data,no data
Queen & Country,2015,114584,155881,41297,23618,23159,67807,no data
The Boy and the World,2015,25735,155215,129480,6820,18915,no data,no data
Backstreet Boys: Show 'Em What You're Made Of,2015,0,153068,153068,no data,no data,no data,no data
In the Shadow of Women,2015,102511,152802,50291,63776,37446,1289,no data
Songs My Brothers Taught Me,2015,112144,146937,34793,112144,no data,no data,no data
Yellow Day,2015,0,144163,144163,no data,no data,no data,no data
Cop Car,2015,9106,143658,134552,1725,no data,7381,no data
La Sapienza,2015,0,135392,135392,no data,no data,no data,no data
My Neighbor Totoro,2015,134877,134877,0,134877,no data,no data,no data
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2015,0,133443,133443,no data,no data,no data,no data
A Ballerina's Tale,2015,0,131995,131995,no data,no data,no data,no data
Every Secret Thing,2015,21197,124733,103536,21197,no data,no data,no data
Marguerite & Julien,2015,123918,123918,0,123918,no data,no data,no data
Appropriate Behavior,2015,76787,123699,46912,76787,no data,no data,no data
Ashby,2015,118288,122919,4631,10524,no data,107764,no data
Do I Sound Gay?,2015,3207,122595,119388,3207,no data,no data,no data
In Jackson Heights,2015,0,121094,121094,no data,no data,no data,no data
The Pearl Button,2015,77587,119753,42166,48074,29513,no data,no data
Digging for Fire,2015,0,119364,119364,no data,no data,no data,no data
Neither Heaven Nor Earth,2015,105853,118663,12810,105853,no data,no data,no data
The Goonies,2015,0,113538,113538,no data,no data,no data,no data
Road Hard,2015,0,113169,113169,no data,no data,no data,no data
1915,2015,0,111682,111682,no data,no data,no data,no data
Strangerland,2015,93635,111107,17472,59671,11083,22881,no data
Roar,2015,0,110048,110048,no data,no data,no data,no data
Adult Beginners,2015,0,108808,108808,no data,no data,no data,no data
Sworn Virgin,2015,104045,108681,4636,104045,no data,no data,no data
The Tales of Hoffmann,2015,14930,106860,91930,no data,no data,14930,no data
Results,2015,0,104507,104507,no data,no data,no data,no data
Kill Me Three Times,2015,77511,101807,24296,26911,no data,50600,no data
A Lego Brickumentary,2015,0,101531,101531,no data,no data,no data,no data
Man from Reno,2015,0,101438,101438,no data,no data,no data,no data
James White,2015,0,101368,101368,no data,no data,no data,no data
Cemetery of Splendor,2015,46982,98932,51950,34328,12654,no data,no data
The Here After,2015,97699,97699,0,91012,no data,6687,no data
Difret,2015,47538,97205,49667,38028,9510,no data,no data
Sunshine Superman,2015,8618,96715,88097,no data,no data,8618,no data
A Poem Is a Naked Person,2015,0,96592,96592,no data,no data,no data,no data
Queen of Earth,2015,3965,95183,91218,3965,no data,no data,no data
Legends from the Sky,2015,0,91462,91462,no data,no data,no data,no data
Beasts of No Nation,2015,0,90777,90777,no data,no data,no data,no data
Dark Horse,2015,0,90136,90136,no data,no data,no data,no data
Hyena Road,2015,86338,87768,1430,86338,no data,no data,no data
Gueros,2015,26622,86736,60114,26622,no data,no data,no data
Tab Hunter Confidential,2015,0,85812,85812,no data,no data,no data,no data
Heaven Knows What,2015,3683,84417,80734,1326,2357,no data,no data
The Diabolical,2015,84259,84259,0,no data,no data,84259,no data
Careful What You Wish For,2015,82230,82230,0,9986,no data,72244,no data
The Girl in the Book,2015,73134,81379,8245,no data,73134,no data,no data
Nasty Baby,2015,972,80772,79800,972,no data,no data,no data
Trace Amounts,2015,0,80735,80735,no data,no data,no data,no data
Blackbird,2015,0,78400,78400,no data,no data,no data,no data
Chevalier,2015,51894,77590,25696,51894,no data,no data,no data
Eisenstein in Guanajuato,2015,42431,76713,34282,23516,18915,no data,no data
The New Rijksmuseum - The Film,2015,35882,76460,40578,no data,no data,35882,no data
Batkid Begins: The Wish Heard Around the World,2015,0,74709,74709,no data,no data,no data,no data
The Keeping Room,2015,46756,73922,27166,46756,no data,no data,no data
War Pigs,2015,73701,73701,0,73701,no data,no data,no data
Partisan,2015,72151,72151,0,72151,no data,no data,no data
The Chambermaid Lynn,2015,71603,71918,315,26721,no data,44882,no data
Freaks of Nature,2015,0,70958,70958,no data,no data,no data,no data
Back to the Jurassic,2015,65072,69423,4351,65072,no data,no data,no data
Noma: My Perfect Storm,2015,47492,68622,21130,no data,no data,47492,no data
I Am Big Bird: The Caroll Spinney Story,2015,0,67845,67845,no data,no data,no data,no data
The Messenger,2015,0,67816,67816,no data,no data,no data,no data
Turbo Kid,2015,0,67069,67069,no data,no data,no data,no data
The Lesson,2015,56097,65142,9045,34503,21594,no data,no data
Paulette,2015,34631,64125,29494,34631,no data,no data,no data
I Smile Back,2015,4635,63373,58738,4635,no data,no data,no data
Drunk Stoned Brilliant Dead,2015,0,62660,62660,no data,no data,no data,no data
Dark Star: HR Gigers Welt,2015,0,61845,61845,no data,no data,no data,no data
Rififi,2015,0,57749,57749,no data,no data,no data,no data
Court,2015,34518,57416,22898,15343,19175,no data,no data
Entertainment,2015,0,55506,55506,no data,no data,no data,no data
What Our Fathers Did: A Nazi Legacy,2015,14484,54603,40119,14484,no data,no data,no data
The Search for General Tso,2015,0,54275,54275,no data,no data,no data,no data
The Summer of Sangaile,2015,49363,53843,4480,49363,no data,no data,no data
Love Thy Nature,2015,11798,52947,41149,no data,no data,no data,no data
Quay,2015,0,51858,51858,no data,no data,no data,no data
The Yes Men Are Revolting,2015,1141,51331,50190,1141,no data,no data,no data
Spring,2015,0,49970,49970,no data,no data,no data,no data
Red Herring,2015,0,49480,49480,no data,no data,no data,no data
The Seven Five,2015,0,48869,48869,no data,no data,no data,no data
The Forbidden Room,2015,13678,48082,34404,13678,no data,no data,no data
Shanghai,2015,0,46425,46425,no data,no data,no data,no data
Mediterranea,2015,24316,46392,22076,24316,no data,no data,no data
An Eye for Beauty,2015,36118,45513,9395,36118,no data,no data,no data
River of Fundament,2015,0,44840,44840,no data,no data,no data,no data
Jenny's Wedding,2015,38223,42927,4704,18583,19640,no data,no data
The Nightmare,2015,13572,41853,28281,no data,no data,13572,no data
The Road Within,2015,41760,41760,0,2212,no data,39548,no data
Censored Voices,2015,0,41260,41260,no data,no data,no data,no data
Steve McQueen: The Man & Le Mans,2015,34360,41203,6843,34360,no data,no data,no data
Prophet's Prey,2015,0,39347,39347,no data,no data,no data,no data
"3 1/2 Minutes, 10 Bullets",2015,8856,39263,30407,8856,no data,no data,no data
Out 1,2015,6204,37743,31539,6204,no data,no data,no data
Match,2015,0,37285,37285,no data,no data,no data,no data
Grey Gardens,2015,0,36923,36923,no data,no data,no data,no data
Sister Code,2015,0,36676,36676,no data,no data,no data,no data
Unexpected,2015,12416,36402,23986,12416,no data,no data,no data
Welcome to Leith,2015,370,36380,36010,370,no data,no data,no data
Finders Keepers,2015,0,35555,35555,no data,no data,no data,no data
Cosmos,2015,8537,34393,25856,6000,2537,no data,no data
Pierrot le Fou,2015,0,34371,34371,no data,no data,no data,no data
Kilo Two Bravo,2015,26126,34017,7891,26126,no data,no data,no data
The Winding Stream,2015,0,33420,33420,no data,no data,no data,no data
Final Girl,2015,33411,33411,0,no data,no data,33411,no data
Amira & Sam,2015,0,31849,31849,no data,no data,no data,no data
Don Verdean,2015,0,31309,31309,no data,no data,no data,no data
Army of Shadows,2015,0,30190,30190,no data,no data,no data,no data
Runoff,2015,0,30186,30186,no data,no data,no data,no data
Paul Taylor: Creative Domain,2015,0,30168,30168,no data,no data,no data,no data
Xenia,2015,26093,29274,3181,2723,23370,no data,no data
Rebels of the Neon God,2015,0,28791,28791,no data,no data,no data,no data
Americons,2015,0,28782,28782,no data,no data,no data,no data
"Arabian Nights - Volume 1, The Restless One",2015,15985,28245,12260,15985,no data,no data,no data
"Like Sunday, Like Rain",2015,0,28208,28208,no data,no data,no data,no data
7 Chinese Brothers,2015,0,28180,28180,no data,no data,no data,no data
Bikes vs Cars,2015,0,28072,28072,no data,no data,no data,no data
Sembene!,2015,0,28059,28059,no data,no data,no data,no data
Tap World,2015,0,26747,26747,no data,no data,no data,no data
Peace Officer,2015,0,26632,26632,no data,no data,no data,no data
Rediscover Sautet,2015,0,25314,25314,no data,no data,no data,no data
R100,2015,0,24956,24956,no data,no data,no data,no data
Olvidados,2015,0,24638,24638,no data,no data,no data,no data
Argentina,2015,8995,23864,14869,3338,no data,5657,no data
Can't Stand Losing You: Surviving the Police,2015,0,23262,23262,no data,no data,no data,no data
Metropolitan,2015,0,22284,22284,no data,no data,no data,no data
Slow Learners,2015,0,22272,22272,no data,no data,no data,no data
Princess Cut,2015,0,22167,22167,no data,no data,no data,no data
Animals,2015,0,21821,21821,no data,no data,no data,no data
Fidelio: Alice's Odyssey,2015,16991,20571,3580,12519,4472,no data,no data
Consumed,2015,0,20476,20476,no data,no data,no data,no data
Boy Meets Girl,2015,0,20441,20441,no data,no data,no data,no data
Friends and Romans,2015,0,20136,20136,no data,no data,no data,no data
Forbidden Games,2015,0,19889,19889,no data,no data,no data,no data
Wild Canaries,2015,0,19777,19777,no data,no data,no data,no data
Misery Loves Comedy,2015,0,19634,19634,no data,no data,no data,no data
Gabo: The Creation of Gabriel Garcia Marquez,2015,0,19337,19337,no data,no data,no data,no data
Jackie & Ryan,2015,19305,19305,0,3989,no data,15316,no data
The Challenger,2015,0,19003,19003,no data,no data,no data,no data
Li'l Quinquin,2015,10676,17868,7192,10676,no data,no data,no data
The Other One,2015,0,17727,17727,no data,no data,no data,no data
Butterfly Girl,2015,0,17503,17503,no data,no data,no data,no data
Eva,2015,0,16738,16738,no data,no data,no data,no data
This Changes Everything,2015,0,16692,16692,no data,no data,no data,no data
The World of Kanako,2015,0,16627,16627,no data,no data,no data,no data
Who Took Johnny,2015,0,16595,16595,no data,no data,no data,no data
Life in a Walk,2015,0,16557,16557,no data,no data,no data,no data
